Date,Open,High,Low,Close,Adj Close,Volume
2019-08-12,135.66000366210938,135.8699951171875,133.17999267578125,133.6699981689453,123.87126922607422,4083900
2019-08-13,133.8000030517578,136.57000732421875,132.80999755859375,135.7899932861328,125.83586120605469,4522100
2019-08-14,133.91000366210938,134.16000366210938,130.97999572753906,131.25,121.6286849975586,5114200
2019-08-15,131.22000122070312,132.3699951171875,130.25,131.9199981689453,122.24957275390625,3738900
2019-08-16,133.0399932861328,134.58999633789062,132.9499969482422,133.75999450683594,123.95467376708984,3012000
2019-08-19,134.8800048828125,136.3300018310547,134.8800048828125,135.0399932861328,125.14085388183594,3165100
2019-08-20,135.24000549316406,135.27999877929688,132.80999755859375,133.0,123.25041198730469,3018600
2019-08-21,134.9600067138672,135.94000244140625,133.8000030517578,134.25,124.40876770019531,2805700
2019-08-22,134.69000244140625,135.67999267578125,133.80999755859375,134.32000732421875,124.4736328125,2694900
2019-08-23,133.6300048828125,134.25999450683594,128.8300018310547,129.57000732421875,120.07183837890625,4818400
2019-08-26,131.0500030517578,131.3000030517578,129.16000366210938,129.99000549316406,120.4610595703125,2833900
2019-08-27,131.1999969482422,131.6999969482422,130.30999755859375,131.1699981689453,121.5545425415039,4728000
2019-08-28,130.44000244140625,132.88999938964844,130.0399932861328,132.75999450683594,123.02796936035156,2713600
2019-08-29,134.17999267578125,135.69000244140625,134.0399932861328,134.8800048828125,124.99259948730469,2971800
2019-08-30,135.5800018310547,136.07000732421875,134.36000061035156,135.52999877929688,125.59493255615234,2960600
2019-09-03,134.85000610351562,134.89999389648438,133.3300018310547,134.10000610351562,124.26976013183594,2827900
2019-09-04,135.7100067138672,136.42999267578125,135.14999389648438,136.32000732421875,126.32703399658203,2247900
2019-09-05,138.3000030517578,141.6999969482422,138.0500030517578,140.97000122070312,130.63616943359375,5011600
2019-09-06,141.52000427246094,141.52999877929688,140.4600067138672,140.57000732421875,130.26547241210938,2576800
2019-09-09,140.58999633789062,143.02000427246094,140.4600067138672,142.60000610351562,132.1466827392578,4226600
2019-09-10,143.0,145.4600067138672,142.9600067138672,145.0500030517578,134.41708374023438,4979700
2019-09-11,144.85000610351562,145.1199951171875,142.7100067138672,143.60000610351562,133.07337951660156,3869700
2019-09-12,144.02999877929688,144.0399932861328,141.8800048828125,143.6199951171875,133.09190368652344,2505400
2019-09-13,144.32000732421875,144.64999389648438,143.25999450683594,143.6699981689453,133.1382293701172,2206600
2019-09-16,142.55999755859375,143.63999938964844,142.27000427246094,142.47999572753906,132.03546142578125,1928500
2019-09-17,142.47999572753906,142.47999572753906,140.66000366210938,142.1999969482422,131.77598571777344,2933200
2019-09-18,142.0500030517578,142.3000030517578,140.50999450683594,142.22000122070312,131.7945098876953,1983600
2019-09-19,142.4600067138672,145.02999877929688,142.4499969482422,142.97000122070312,132.4895477294922,3089900
2019-09-20,143.25,143.8300018310547,141.82000732421875,141.8800048828125,131.4794464111328,5193400
2019-09-23,141.19000244140625,142.22000122070312,140.55999755859375,142.07000732421875,131.65553283691406,1817900
2019-09-24,142.5,142.88999938964844,141.07000732421875,141.67999267578125,131.29409790039062,3231600
2019-09-25,141.74000549316406,143.6300048828125,140.86000061035156,143.16000366210938,132.6656036376953,2526700
2019-09-26,143.1699981689453,143.8800048828125,141.41000366210938,143.5500030517578,133.0270233154297,2309800
2019-09-27,144.41000366210938,145.08999633789062,142.3800048828125,143.24000549316406,132.73974609375,2356800
2019-09-30,143.72999572753906,146.57000732421875,143.72999572753906,145.4199981689453,134.7599334716797,3988400
2019-10-01,145.58999633789062,147.35000610351562,143.5399932861328,143.66000366210938,133.1289825439453,2960800
2019-10-02,142.19000244140625,142.27000427246094,140.57000732421875,141.69000244140625,131.30335998535156,3340800
2019-10-03,141.6199951171875,142.07000732421875,139.17999267578125,142.02000427246094,131.6091766357422,2928800
2019-10-04,142.05999755859375,143.05999755859375,141.02999877929688,142.99000549316406,132.50808715820312,2413600
2019-10-07,142.25999450683594,142.6999969482422,141.22000122070312,141.27999877929688,130.92343139648438,2426500
2019-10-08,140.24000549316406,140.47000122070312,138.25,138.3800048828125,128.2360382080078,3225400
2019-10-09,139.77000427246094,140.3300018310547,138.7899932861328,139.6699981689453,129.4314422607422,2620800
2019-10-10,139.77000427246094,141.77999877929688,139.55999755859375,141.1300048828125,130.78443908691406,2593700
2019-10-11,142.77000427246094,144.5,142.61000061035156,142.75999450683594,132.29493713378906,2996800
2019-10-14,142.30999755859375,142.42999267578125,141.32000732421875,142.0399932861328,131.62770080566406,2309500
2019-10-15,142.5399932861328,143.72000122070312,141.80999755859375,143.0,132.517333984375,3025500
2019-10-16,142.49000549316406,142.9499969482422,141.38999938964844,142.11000061035156,131.69259643554688,5332600
2019-10-17,135.0,136.0,132.91000366210938,134.25999450683594,124.41801452636719,15759800
2019-10-18,134.22000122070312,134.49000549316406,132.25,134.08999633789062,124.26049041748047,7177500
2019-10-21,132.61000061035156,133.10000610351562,130.89999389648438,132.5800018310547,122.8611831665039,6306100
